"","value","value"
"652","HDAC2","Signaling Pathways"
"653","HDAC2","Circadian rythm related genes"
"654","HDAC2","Direct p53 effectors"
"655","HDAC2","Signaling by NGF"
"656","HDAC2","Neural Crest Differentiation"
"657","HDAC2","Hemostasis"
"658","HDAC2","Factors involved in megakaryocyte development and platelet production"
"659","HDAC2","Nortriptyline"
"660","IARS2","tRNA aminoacylation"
"661","IARS2","lymph node"
"662","IARS2","L-Isoleucine"
"663","IARS2","Gene Expression"
"664","IARS2","Mitochondrial tRNA aminoacylation"
"665","IARS2","tRNA Aminoacylation"
"666","IARS2","Varenicline"
"667","IARS2","Nortriptyline"
"668","LIG1","mismatch repair"
"669","LIG1","lymph node"
"670","LIG1","Bleomycin"
"671","LIG1","HIV Infection"
"672","LIG1","DNA strand elongation"
"673","LIG1","Gap-filling DNA repair synthesis and ligation in GG-NER"
"674","LIG1","Processive synthesis on the lagging strand"
"675","LIG1","Transcription-coupled NER (TC-NER)"
"676","LIG1","Telomere Maintenance"
"677","LIG1","Telomere C-strand (Lagging Strand) Synthesis"
"678","LIG1","Cell Cycle, Mitotic"
"679","LIG1","Extension of Telomeres"
"680","LIG1","Integrated Pancreatic Cancer Pathway"
"681","LIG1","HIV Life Cycle"
"682","LIG1","Base Excision Repair"
"683","LIG1","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"
"684","LIG1","Processive synthesis on the C-strand of the telomere"
"685","LIG1","S Phase"
"686","LIG1","Nucleotide Excision Repair"
"687","LIG1","Early Phase of HIV Life Cycle"
"688","LIG1","Removal of DNA patch containing abasic residue"
"689","LIG1","Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"
"690","LIG1","Disease"
"691","LIG1","Double-Strand Break Repair"
"692","LIG1","Lagging Strand Synthesis"
"693","LIG1","Mismatch repair"
"694","LIG1","DNA Repair"
"695","LIG1","Global Genomic NER (GG-NER)"
"696","LIG1","Synthesis of DNA"
"697","LIG1","DNA Replication"
"698","LIG1","Cell Cycle"
"699","LIG1","MMR"
"700","LIG1","Chromosome Maintenance"
"701","LIG1","Homologous Recombination Repair"
"702","LIG1","Resolution of D-loop structures"
"703","LIG1","Nortriptyline"
"704","EZH2","regulation of epidermal cell differentiation"
"705","EZH2","lymph node"
"706","EZH2","Endoderm Differentiation"
"707","EZH2","Epigenetic regulation of gene expression"
"708","EZH2","Gene Expression"
"709","EZH2","Histone Modifications"
"710","EZH2","Integrated Pancreatic Cancer Pathway"
"711","EZH2","miRs in Muscle Cell Differentiation"
"712","EZH2","Cellular Senescence"
"713","EZH2","Oxidative Stress Induced Senescence"
"714","EZH2","Mecp2 and Associated Rett Syndrome"
"715","EZH2","PRC2 methylates histones and DNA"
"716","EZH2","Interactome of polycomb repressive complex 2 (PRC2) "
"717","EZH2","Cellular responses to stress"
"718","EZH2","Circadian rythm related genes"
"719","EZH2","Nortriptyline"
"720","CCNA2","response to organonitrogen compound"
"721","CCNA2","lymph node"
"722","CCNA2","G2 Phase"
"723","CCNA2","Retinoblastoma (RB) in Cancer"
"724","CCNA2","DNA Damage/Telomere Stress Induced Senescence"
"725","CCNA2","Validated transcriptional targets of AP1 family members Fra1 and Fra2"
"726","CCNA2","Cell Cycle, Mitotic"
"727","CCNA2","Mitotic G2-G2/M phases"
"728","CCNA2","AMPK Signaling"
"729","CCNA2","ATR signaling pathway"
"730","CCNA2","Integrated Pancreatic Cancer Pathway"
"731","CCNA2","FOXM1 transcription factor network"
"732","CCNA2","E2F transcription factor network"
"733","CCNA2","Cdc20:Phospho-APC/C mediated degradation of Cyclin A"
"734","CCNA2","S Phase"
"735","CCNA2","Cellular Senescence"
"736","CCNA2","Signaling events mediated by PRL"
"737","CCNA2","Mitotic G1-G1/S phases"
"738","CCNA2","Orc1 removal from chromatin"
"739","CCNA2","ATF-2 transcription factor network"
"740","CCNA2","Cyclin A/B1 associated events during G2/M transition"
"741","CCNA2","Senescence-Associated Secretory Phenotype (SASP)"
"742","CCNA2","G1/S Transition"
"743","CCNA2","Cyclin A:Cdk2-associated events at S phase entry"
"744","CCNA2","APC/C-mediated degradation of cell cycle proteins"
"745","CCNA2","Cell Cycle"
"746","CCNA2","p53 pathway"
"747","CCNA2","Regulation of APC/C activators between G1/S and early anaphase"
"748","CCNA2","Cyclin E associated events during G1/S transition"
"749","CCNA2","IL2 signaling events mediated by STAT5"
"750","CCNA2","Regulation of DNA replication"
"751","CCNA2","Removal of licensing factors from origins"
"752","CCNA2","G2/M Transition"
"753","CCNA2","Cellular responses to stress"
"754","CCNA2","G0 and Early G1"
"755","CCNA2","Synthesis of DNA"
"756","CCNA2","p73 transcription factor network"
"757","CCNA2","DNA Replication"
"758","CCNA2","Regulation of retinoblastoma protein"
"759","CCNA2","Cell Cycle"
"760","CCNA2","SCF(Skp2)-mediated degradation of p27/p21"
"761","CCNA2","Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes"
"762","CCNA2","Nortriptyline"
"763","SLC6A4","Synaptic Vesicle Pathway"
"764","SLC6A4","NRF2 pathway"
"765","SLC6A4","Serotonin Transporter Activity"
"766","SLC6A4","Monoamine Transport"
"767","SLC6A4","SIDS Susceptibility Pathways"
"768","SLC6A4","Circadian rythm related genes"
"769","SLC6A4","Nortriptyline"
"770","CYP3A5","Pravastatin"
"771","CYP3A5","Artemether"
"772","CYP3A5","Itraconazole"
"773","CYP3A5","Udenafil"
"774","CYP3A5","Quinine"
"775","CYP3A5","Indinavir"
"776","CYP3A5","Saquinavir"
"777","CYP3A5","Reserpine"
"778","CYP3A5","Nefazodone"
"779","CYP3A5","Apixaban"
"780","CYP3A5","Tacrolimus"
"781","CYP3A5","Sildenafil"
"782","CYP3A5","Dasatinib"
"783","CYP3A5","Levomethadyl Acetate"
"784","CYP3A5","Lapatinib"
"785","CYP3A5","Lercanidipine"
"786","CYP3A5","Rifapentine"
"787","CYP3A5","Diazepam"
"788","CYP3A5","Dutasteride"
"789","CYP3A5","Haloperidol"
"790","CYP3A5","Rosuvastatin"
"791","CYP3A5","Erythromycin"
"792","CYP3A5","Delavirdine"
"793","CYP3A5","Carbamazepine"
"794","CYP3A5","Fluvoxamine"
"795","CYP3A5","Praziquantel"
"796","CYP3A5","Chloroquine"
"797","CYP3A5","Enzalutamide"
"798","CYP3A5","Valproic Acid"
"799","CYP3A5","Finasteride"
"800","CYP3A5","Dexamethasone"
"801","CYP3A5","Ponatinib"
"802","CYP3A5","Nateglinide"
"803","CYP3A5","Ranitidine"
"804","CYP3A5","Gefitinib"
"805","CYP3A5","Clarithromycin"
"806","CYP3A5","Astemizole"
"807","CYP3A5","Cimetidine"
"808","CYP3A5","Phenytoin"
"809","CYP3A5","Telithromycin"
"810","CYP3A5","Halofantrine"
"811","CYP3A5","Losartan"
"812","CYP3A5","Cabazitaxel"
"813","CYP3A5","Ketoconazole"
"814","CYP3A5","Methadone"
"815","CYP3A5","Argatroban"
"816","CYP3A5","Pimozide"
"817","CYP3A5","Granisetron"
"818","CYP3A5","Vardenafil"
"819","CYP3A5","Modafinil"
"820","CYP3A5","Dapsone"
"821","CYP3A5","Boceprevir"
"822","CYP3A5","Imatinib"
"823","CYP3A5","Domperidone"
"824","CYP3A5","Fluoxetine"
"825","CYP3A5","Cocaine"
"826","CYP3A5","Fluvastatin"
"827","CYP3A5","Disulfiram"
"828","CYP3A5","Rivaroxaban"
"829","CYP3A5","Amlodipine"
"830","CYP3A5","Beclomethasone"
"831","CYP3A5","Quinacrine"
"832","CYP3A5","Nisoldipine"
"833","CYP3A5","Saxagliptin"
"834","CYP3A5","Norethindrone"
"835","CYP3A5","Teniposide"
"836","CYP3A5","Clopidogrel"
"837","CYP3A5","Buprenorphine"
"838","CYP3A5","Ethosuximide"
"839","CYP3A5","Fluconazole"
"840","CYP3A5","Voriconazole"
"841","CYP3A5","Zalcitabine"
"842","CYP3A5","Amiodarone"
"843","CYP3A5","Nitrendipine"
"844","CYP3A5","Alprazolam"
"845","CYP3A5","Phenobarbital"
"846","CYP3A5","Aprepitant"
"847","CYP3A5","Etoposide"
"848","CYP3A5","Tamoxifen"
"849","CYP3A5","Thalidomide"
"850","CYP3A5","Lovastatin"
"851","CYP3A5","Dextromethorphan"
"852","CYP3A5","Progesterone"
"853","CYP3A5","Flutamide"
"854","CYP3A5","Irinotecan"
"855","CYP3A5","Lidocaine"
"856","CYP3A5","Ritonavir"
"857","CYP3A5","Buspirone"
"858","CYP3A5","Risperidone"
"859","CYP3A5","Nelfinavir"
"860","CYP3A5","Nimodipine"
"861","CYP3A5","Oxycodone"
"862","CYP3A5","Pentamidine"
"863","CYP3A5","Testosterone"
"864","CYP3A5","Oxcarbazepine"
"865","CYP3A5","Zolpidem"
"866","CYP3A5","Ifosfamide"
"867","CYP3A5","Triazolam"
"868","CYP3A5","Cilostazol"
"869","CYP3A5","Salmeterol"
"870","CYP3A5","Oxybutynin"
"871","CYP3A5","Amprenavir"
"872","CYP3A5","Sorafenib"
"873","CYP3A5","Fluticasone Propionate"
"874","CYP3A5","Fentanyl"
"875","CYP3A5","Felodipine"
"876","CYP3A5","Sirolimus"
"877","CYP3A5","Norfloxacin"
"878","CYP3A5","Cisapride"
"879","CYP3A5","Vincristine"
"880","CYP3A5","Propranolol"
"881","CYP3A5","Diltiazem"
"882","CYP3A5","Iloperidone"
"883","CYP3A5","Mycophenolate mofetil"
"884","CYP3A5","Daunorubicin"
"885","CYP3A5","Mifepristone"
"886","CYP3A5","Rifampicin"
"887","CYP3A5","Oxazepam"
"888","CYP3A5","Eplerenone"
"889","CYP3A5","Estrone"
"890","CYP3A5","Nortriptyline"
"891","CYP3A5","Clonidine"
"892","CYP3A5","Ziprasidone"
"893","CYP3A5","Azelastine"
"894","CYP3A5","Codeine"
"895","CYP3A5","Nifedipine"
"896","CYP3A5","Alfentanil"
"897","CYP3A5","Chlorphenamine"
"898","CYP3A5","Caffeine"
"899","CYP3A5","Chloramphenicol"
"900","CYP3A5","Tretinoin"
"901","CYP3A5","Zaleplon"
"902","CYP3A5","Atorvastatin"
"903","CYP3A5","Aripiprazole"
"904","CYP3A5","Verapamil"
"905","CYP3A5","Paliperidone"
"906","CYP3A5","Ciprofloxacin"
"907","CYP3A5","Erlotinib"
"908","CYP3A5","Paclitaxel"
"909","CYP3A5","Gestodene"
"910","CYP3A5","Cyclophosphamide"
"911","CYP3A5","Simvastatin"
"912","CYP3A5","Amitriptyline"
"913","CYP3A5","Hydrocortisone"
"914","CYP3A5","Cyclosporine"
"915","CYP3A5","Trazodone"
"916","CYP3A5","Crizotinib"
"917","CYP3A5","Ondansetron"
"918","CYP3A5","Quetiapine"
"919","CYP3A5","Troleandomycin"
"920","CYP3A5","Sunitinib"
"921","CYP3A5","Sulfasalazine"
"922","CYP3A5","Estradiol"
"923","CYP3A5","Nevirapine"
"924","CYP3A5","Temsirolimus"
"925","CYP3A5","Docetaxel"
"926","CYP3A5","Midazolam"
"927","CYP3A5","Phenelzine"
"928","CYP3A5","Nicardipine"
"929","CYP3A5","Biological oxidations"
"930","CYP3A5","Irinotecan Pathway"
"931","CYP3A5","Oxidation by Cytochrome P450"
"932","CYP3A5","Tamoxifen metabolism"
"933","CYP3A5","Cytochrome P450 - arranged by substrate type"
"934","CYP3A5","Constitutive Androstane Receptor Pathway"
"935","CYP3A5","Metabolism"
"936","CYP3A5","Metapathway biotransformation"
"937","CYP3A5","Aflatoxin activation and detoxification"
"938","CYP3A5","Phase 1 - Functionalization of compounds"
"939","CYP3A5","Xenobiotics"
"940","CYP3A5","pancreas"
"941","CYP3A5","drug catabolic process"
"942","HTR2C","GPCR ligand binding"
"943","HTR2C","Gastrin-CREB signalling pathway via PKC and MAPK"
"944","HTR2C","G alpha (q) signalling events"
"945","HTR2C","Signaling by GPCR"
"946","HTR2C","GPCR downstream signaling"
"947","HTR2C","GPCRs, Class A Rhodopsin-like"
"948","HTR2C","Serotonin Receptor 2 and ELK-SRF/GATA4 signaling"
"949","HTR2C","Class A/1 (Rhodopsin-like receptors)"
"950","HTR2C","Serotonin receptors"
"951","HTR2C","Monoamine GPCRs"
"952","HTR2C","Signaling Pathways"
"953","HTR2C","Amine ligand-binding receptors"
"954","HTR2C","Nortriptyline"
"955","CHRM3","GPCRs, Other"
"956","CHRM3","GPCR ligand binding"
"957","CHRM3","Regulation of Actin Cytoskeleton"
"958","CHRM3","Gastrin-CREB signalling pathway via PKC and MAPK"
"959","CHRM3","Metabolism"
"960","CHRM3","Calcium Regulation in the Cardiac Cell"
"961","CHRM3","G alpha (q) signalling events"
"962","CHRM3","Signaling by GPCR"
"963","CHRM3","GPCR downstream signaling"
"964","CHRM3","Muscarinic acetylcholine receptors"
"965","CHRM3","GPCRs, Class A Rhodopsin-like"
"966","CHRM3","Class A/1 (Rhodopsin-like receptors)"
"967","CHRM3","Regulation of insulin secretion"
"968","CHRM3","Monoamine GPCRs"
"969","CHRM3","Integration of energy metabolism"
"970","CHRM3","Signaling Pathways"
"971","CHRM3","Amine ligand-binding receptors"
"972","CHRM3","Acetylcholine regulates insulin secretion"
"973","CHRM3","Nortriptyline"
"974","SLC6A2","Reboxetine"
"975","SLC6A2","Desipramine"
"976","SLC6A2","Nefazodone"
"977","SLC6A2","Phenylpropanolamine"
"978","SLC6A2","Bethanidine"
"979","SLC6A2","Paroxetine"
"980","SLC6A2","Ephedrine"
"981","SLC6A2","Atomoxetine"
"982","SLC6A2","Methylphenidate"
"983","SLC6A2","Mirtazapine"
"984","SLC6A2","Iobenguane"
"985","SLC6A2","Mazindol"
"986","SLC6A2","Dexmedetomidine"
"987","SLC6A2","Methamphetamine"
"988","SLC6A2","Fluoxetine"
"989","SLC6A2","Cocaine"
"990","SLC6A2","Droxidopa"
"991","SLC6A2","Pethidine"
"992","SLC6A2","Benzphetamine"
"993","SLC6A2","Desvenlafaxine"
"994","SLC6A2","Dopamine"
"995","SLC6A2","Milnacipran"
"996","SLC6A2","Nortriptyline"
"997","SLC6A2","Clonidine"
"998","SLC6A2","Bupropion"
"999","SLC6A2","Sibutramine"
"1000","SLC6A2","Orphenadrine"
"1001","SLC6A2","Bretylium"
"1002","SLC6A2","Levonordefrin"
"1003","SLC6A2","Chlorphenamine"
"1004","SLC6A2","Pseudoephedrine"
"1005","SLC6A2","Amoxapine"
"1006","SLC6A2","Levomilnacipran"
"1007","SLC6A2","Phendimetrazine"
"1008","SLC6A2","Trimipramine"
"1009","SLC6A2","Doxepin"
"1010","SLC6A2","Amitriptyline"
"1011","SLC6A2","Duloxetine"
"1012","SLC6A2","Phenmetrazine"
"1013","SLC6A2","Norepinephrine"
"1014","SLC6A2","Imipramine"
"1015","SLC6A2","Phentermine"
"1016","SLC6A2","Guanadrel"
"1017","SLC6A2","Escitalopram"
"1018","SLC6A2","Cyproheptadine"
"1019","SLC6A2","Clomipramine"
"1020","SLC6A2","Dexmethylphenidate"
"1021","SLC6A2","Diethylpropion"
"1022","SLC6A2","Amphetamine"
"1023","SLC6A2","Tapentadol"
"1024","SLC6A2","Guanethidine"
"1025","SLC6A2","Ergotamine"
"1026","SLC6A2","Maprotiline"
"1027","SLC6A2","Protriptyline"
"1028","SLC6A2","Ketamine"
"1029","SLC6A2","Sertraline"
"1030","SLC6A2","Venlafaxine"
"1031","SLC6A2","Citalopram"
"1032","SLC6A2","Debrisoquin"
"1033","SLC6A2","Lisdexamfetamine"
"1034","SLC6A2","Dextromethorphan"
"1035","SLC6A2","Tramadol"
"1036","SLC6A2","Dextroamphetamine"
"1037","SLC6A2","Loxapine"
"1038","SLC6A2","Mianserin"
"1039","SLC6A2","Amine compound SLC transporters"
"1040","SLC6A2","Transmembrane transport of small molecules"
"1041","SLC6A2","Monoamine Transport"
"1042","SLC6A2","NRF2 pathway"
"1043","SLC6A2","Na+/Cl- dependent neurotransmitter transporters"
"1044","SLC6A2","Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"
"1045","SLC6A2","SLC-mediated transmembrane transport"
"1046","SLC6A2","lymph node"
"1047","SLC6A2","monoamine transport"
"1048","CHRM2","GPCRs, Other"
"1049","CHRM2","GPCR ligand binding"
"1050","CHRM2","Regulation of Actin Cytoskeleton"
"1051","CHRM2","Calcium Regulation in the Cardiac Cell"
"1052","CHRM2","Signaling by GPCR"
"1053","CHRM2","GPCR downstream signaling"
"1054","CHRM2","Muscarinic acetylcholine receptors"
"1055","CHRM2","GPCRs, Class A Rhodopsin-like"
"1056","CHRM2","Class A/1 (Rhodopsin-like receptors)"
"1057","CHRM2","G alpha (i) signalling events"
"1058","CHRM2","Monoamine GPCRs"
"1059","CHRM2","SIDS Susceptibility Pathways"
"1060","CHRM2","Signaling Pathways"
"1061","CHRM2","Amine ligand-binding receptors"
"1062","CHRM2","Nortriptyline"
"1063","CYP3A4","Guanfacine"
"1064","CYP3A4","Bisoprolol"
"1065","CYP3A4","Medroxyprogesterone Acetate"
"1066","CYP3A4","Itraconazole"
"1067","CYP3A4","Levobupivacaine"
"1068","CYP3A4","Artemether"
"1069","CYP3A4","Clofibrate"
"1070","CYP3A4","Udenafil"
"1071","CYP3A4","Desipramine"
"1072","CYP3A4","Bifonazole"
"1073","CYP3A4","Perphenazine"
"1074","CYP3A4","Albendazole"
"1075","CYP3A4","Quinine"
"1076","CYP3A4","Indinavir"
"1077","CYP3A4","Saquinavir"
"1078","CYP3A4","Clemastine"
"1079","CYP3A4","Cefradine"
"1080","CYP3A4","Methimazole"
"1081","CYP3A4","Dalfopristin"
"1082","CYP3A4","Trimethadione"
"1083","CYP3A4","Sertindole"
"1084","CYP3A4","Nefazodone"
"1085","CYP3A4","Sildenafil"
"1086","CYP3A4","Pimecrolimus"
"1087","CYP3A4","Tacrolimus"
"1088","CYP3A4","Lumefantrine"
"1089","CYP3A4","Silodosin"
"1090","CYP3A4","Apixaban"
"1091","CYP3A4","Thiopental"
"1092","CYP3A4","Metyrapone"
"1093","CYP3A4","Dasatinib"
"1094","CYP3A4","Levomethadyl Acetate"
"1095","CYP3A4","Carvedilol"
"1096","CYP3A4","Aminophenazone"
"1097","CYP3A4","Chlorphenesin"
"1098","CYP3A4","Rotigotine"
"1099","CYP3A4","Lercanidipine"
"1100","CYP3A4","Retapamulin"
"1101","CYP3A4","Lapatinib"
"1102","CYP3A4","Rifapentine"
"1103","CYP3A4","Efavirenz"
"1104","CYP3A4","Topotecan"
"1105","CYP3A4","Diazepam"
"1106","CYP3A4","Brompheniramine"
"1107","CYP3A4","Anastrozole"
"1108","CYP3A4","Sulfinpyrazone"
"1109","CYP3A4","Bromocriptine"
"1110","CYP3A4","Dutasteride"
"1111","CYP3A4","Bupivacaine"
"1112","CYP3A4","Mirabegron"
"1113","CYP3A4","Hydrocodone"
"1114","CYP3A4","Oxiconazole"
"1115","CYP3A4","Omeprazole"
"1116","CYP3A4","Esomeprazole"
"1117","CYP3A4","Azatadine"
"1118","CYP3A4","Haloperidol"
"1119","CYP3A4","Rifaximin"
"1120","CYP3A4","Flunitrazepam"
"1121","CYP3A4","Doxorubicin"
"1122","CYP3A4","Isradipine"
"1123","CYP3A4","Rosuvastatin"
"1124","CYP3A4","Ethinyl Estradiol"
"1125","CYP3A4","Ixabepilone"
"1126","CYP3A4","Delavirdine"
"1127","CYP3A4","Erythromycin"
"1128","CYP3A4","Bedaquiline"
"1129","CYP3A4","Clorazepate"
"1130","CYP3A4","Fluvoxamine"
"1131","CYP3A4","Vinblastine"
"1132","CYP3A4","Praziquantel"
"1133","CYP3A4","Carbamazepine"
"1134","CYP3A4","Josamycin"
"1135","CYP3A4","Chloroquine"
"1136","CYP3A4","Lomustine"
"1137","CYP3A4","Prednisone"
"1138","CYP3A4","Phenoxybenzamine"
"1139","CYP3A4","Allylestrenol"
"1140","CYP3A4","Enzalutamide"
"1141","CYP3A4","Tranylcypromine"
"1142","CYP3A4","Dicloxacillin"
"1143","CYP3A4","Valproic Acid"
"1144","CYP3A4","Cabergoline"
"1145","CYP3A4","Finasteride"
"1146","CYP3A4","Ipratropium bromide"
"1147","CYP3A4","Paramethadione"
"1148","CYP3A4","Levonorgestrel"
"1149","CYP3A4","Pantoprazole"
"1150","CYP3A4","Alimemazine"
"1151","CYP3A4","Fingolimod"
"1152","CYP3A4","Atomoxetine"
"1153","CYP3A4","Raloxifene"
"1154","CYP3A4","Flucloxacillin"
"1155","CYP3A4","Pyridostigmine"
"1156","CYP3A4","Palonosetron"
"1157","CYP3A4","Nateglinide"
"1158","CYP3A4","Dexamethasone"
"1159","CYP3A4","Ergonovine"
"1160","CYP3A4","Ponatinib"
"1161","CYP3A4","Gefitinib"
"1162","CYP3A4","Isosorbide Dinitrate"
"1163","CYP3A4","Ranitidine"
"1164","CYP3A4","Rolitetracycline"
"1165","CYP3A4","Almotriptan"
"1166","CYP3A4","Doxycycline"
"1167","CYP3A4","Astemizole"
"1168","CYP3A4","Clarithromycin"
"1169","CYP3A4","Podofilox"
"1170","CYP3A4","Zonisamide"
