Gene,Gene_ID,Relation,BiologicalProcess,BiologicalProcess_ID
PAQR3,152559,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASGRF2,5924,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PDE4D,5144,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMD10,5716,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BTK,695,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
UBE2M,9040,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CACNB3,784,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASAL3,64926,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMB4,5692,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ERBB3,2065,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMA7,5688,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RNF31,55072,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NF1,4763,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IKBKG,8517,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
UBA52,7311,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
WIPF1,7456,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
LAX1,54900,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
KLRK1,22914,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RICTOR,253260,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSME2,5721,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMD2,5708,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IL5,3567,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD247,919,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PDE4B,5142,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RIPK2,8767,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PTPN6,5777,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CASP8,841,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BRAF,673,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RPS6KB2,6199,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ICAM2,3384,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSME3,10197,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NCK1,4690,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMD6,9861,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MALT1,10892,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMB7,5695,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
HSP90AA1,3320,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IL17RD,54756,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TNRC6C,57690,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
DUSP6,1848,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD36,948,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BRAP,8315,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SHC2,25759,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FGFR3,2261,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
KRAS,3845,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PELI2,57161,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
KLB,152831,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BAX,581,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TICAM1,148022,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MEF2A,4205,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ARPC2,10109,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SKAP1,8631,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMC3,5702,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMC6,5706,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ZAP70,7535,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PIK3R4,30849,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FYN,2534,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
LBP,3929,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ITGB2,3689,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SPTBN1,6711,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
THY1,7070,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
S100A14,57402,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD14,929,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IRS1,3667,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CNPY3,10695,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PPAPDC1A,196051,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SOS1,6654,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IFIH1,64135,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASA1,5921,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FOXO4,4303,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IGLL5,100423062,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASGRP3,25780,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ATF2,1386,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ARAF,369,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MDM2,4193,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TLR5,7100,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MOV10,4343,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NFKBIA,4792,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
UNC93B1,81622,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
HLA-DRA,3122,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ABL1,25,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PIK3R1,5295,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD209,30835,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BIRC2,329,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
STOML2,30968,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IL2,3558,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PAK2,5062,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
JAK1,3716,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
WDR83,84292,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MAPKAPK3,7867,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ACTN2,88,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSEN2,5664,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SKP1,6500,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BTRC,8945,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BAD,572,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FGF18,8817,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FGF2,2247,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NRG4,145957,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IL5RA,3568,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RPS6KA1,6195,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ERBB2,2064,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
UBA3,9039,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
HLA-DQB1,3119,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FGF1,2246,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD28,940,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MAPK7,5598,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FGF17,8822,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PTPN11,5781,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CYFIP1,23191,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RAC1,5879,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PEBP1,5037,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RLTPR,146206,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TLR7,51284,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FOXO1,2308,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NOD2,64127,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
GRB2,2885,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PIK3CB,5291,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NCAM1,4684,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FCGR2A,2212,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMA1,5682,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMC1,5700,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PRKACB,5567,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
C5AR1,728,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
UBC,7316,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PLCG1,5335,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ACTR2,10097,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NFKBIB,4793,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TRAT1,50852,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MEF2C,4208,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FBXW11,23291,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD40,958,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NCKIPSD,51517,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MARK3,4140,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NFAM1,150372,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IL20RB,53833,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TAB2,23118,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SYNGAP1,8831,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ITPR2,3709,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ELMO2,63916,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD19,930,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CALM2,805,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
OTULIN,90268,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RIPK3,11035,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
DOCK1,1793,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IL3RA,3563,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PHLPP2,23035,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RBCK1,10616,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BIRC3,330,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMB2,5690,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SPRED1,161742,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NFKB2,4791,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ATF1,466,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
VAV3,10451,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMD12,5718,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PAG1,55824,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASGRP1,10125,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TLR4,7099,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
WASL,8976,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
EGF,1950,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TICAM2,353376,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CR2,1380,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CTSH,1512,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FCER1A,2205,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CSK,1445,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IRF3,3661,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FRS2,10818,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMA4,5685,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
LY96,23643,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NCKAP1,10787,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FCN1,2219,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMB6,5694,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MYO1G,64005,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
LIME1,54923,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IRF7,3665,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IKBKB,3551,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BRK1,55845,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
HSP90B1,7184,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PIK3AP1,118788,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RAPGEF2,9693,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMA5,5686,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CARD9,64170,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASA4,10156,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PTK2,5747,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
SPPL3,121665,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CREB1,1385,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
LAT,27040,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MAP3K8,1326,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASA3,22821,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CARD11,84433,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PAK3,5063,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
FCGRT,2217,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PRKCQ,5588,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TIRAP,114609,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASA2,5922,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CALM3,808,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMB10,5699,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
JAK3,3718,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PYCARD,29108,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NOD1,10392,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ABI1,10006,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PEA15,8682,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RASAL2,9462,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MYH2,4620,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
GAB2,9846,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PSMD1,5707,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MYO1C,4641,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TLR10,81793,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CASP9,842,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TNRC6B,23112,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MAVS,57506,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
ARPC5,10092,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
MAP2K4,6416,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
NFATC3,4775,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PTPRJ,5795,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PLEKHA1,59338,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
BTLA,151888,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PRKCE,5581,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
INPP5D,3635,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
CD4,920,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PRKCD,5580,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
IL2RG,3561,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
KL,9365,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
RPS6KA3,6197,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
EP300,2033,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
TNIP2,79155,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
PDPK1,5170,PARTICIPATES_GpBP,immune response-regulating signaling pathway,GO:0002764
