Gene,Gene_ID,Relation,Pathway,Pathway_ID
NRAS,4893,PARTICIPATES_GpPW,Class I PI3K signaling events,PC7_2624
KRAS,3845,PARTICIPATES_GpPW,Class I PI3K signaling events,PC7_2624
HRAS,3265,PARTICIPATES_GpPW,Class I PI3K signaling events,PC7_2624
HRAS,3265,PARTICIPATES_GpPW,Innate Immune System,PC7_4741
KRAS,3845,PARTICIPATES_GpPW,Innate Immune System,PC7_4741
NRAS,4893,PARTICIPATES_GpPW,Innate Immune System,PC7_4741
EGFR,1956,PARTICIPATES_GpPW,Innate Immune System,PC7_4741
ERBB2,2064,PARTICIPATES_GpPW,Innate Immune System,PC7_4741
IL6,3569,PARTICIPATES_GpPW,Innate Immune System,PC7_4741
GNAS,2778,PARTICIPATES_GpPW,Vasopressin regulates renal water homeostasis via Aquaporins,PC7_8701
PTGS2,5743,PARTICIPATES_GpPW,Calcineurin-regulated NFAT-dependent transcription in lymphocytes,PC7_2440
MET,4233,PARTICIPATES_GpPW,Signaling of Hepatocyte Growth Factor Receptor,WP313_r79946
HGF,3082,PARTICIPATES_GpPW,Signaling of Hepatocyte Growth Factor Receptor,WP313_r79946
HRAS,3265,PARTICIPATES_GpPW,Signaling of Hepatocyte Growth Factor Receptor,WP313_r79946
MBD2,8932,PARTICIPATES_GpPW,Negative epigenetic regulation of rRNA expression,PC7_5875
TGFB1,7040,PARTICIPATES_GpPW,Differentiation Pathway,WP2848_r80009
HGF,3082,PARTICIPATES_GpPW,Differentiation Pathway,WP2848_r80009
IL6,3569,PARTICIPATES_GpPW,Differentiation Pathway,WP2848_r80009
MUC1,4582,PARTICIPATES_GpPW,Post-translational protein modification,PC7_6540
MUC2,4583,PARTICIPATES_GpPW,Post-translational protein modification,PC7_6540
MUC4,4585,PARTICIPATES_GpPW,Post-translational protein modification,PC7_6540
TNC,3371,PARTICIPATES_GpPW,Beta1 integrin cell surface interactions,PC7_2076
EGFR,1956,PARTICIPATES_GpPW,TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer,WP2868_r78079
PTGS2,5743,PARTICIPATES_GpPW,Calcium signaling in the CD4+ TCR pathway,PC7_2458
GNAS,2778,PARTICIPATES_GpPW,Signaling by Hedgehog,PC7_7458
FAR2,55711,PARTICIPATES_GpPW,Plasmalogen biosynthesis,PC7_6508
IL6,3569,PARTICIPATES_GpPW,Toll Like Receptor 4 (TLR4) Cascade,PC7_8288
IL6,3569,PARTICIPATES_GpPW,MyD88 cascade initiated on plasma membrane,PC7_5558
KRAS,3845,PARTICIPATES_GpPW,RAF activation,PC7_6745
NRAS,4893,PARTICIPATES_GpPW,RAF activation,PC7_6745
HRAS,3265,PARTICIPATES_GpPW,RAF activation,PC7_6745
NRAS,4893,PARTICIPATES_GpPW,SHC-related events,PC7_7264
KRAS,3845,PARTICIPATES_GpPW,SHC-related events,PC7_7264
HRAS,3265,PARTICIPATES_GpPW,SHC-related events,PC7_7264
IL6,3569,PARTICIPATES_GpPW,SHC-related events,PC7_7264
IL6,3569,PARTICIPATES_GpPW,ERK2 activation,PC7_3436
TP53,7157,PARTICIPATES_GpPW,Activation of NOXA and translocation to mitochondria,PC7_1540
MMP9,4318,PARTICIPATES_GpPW,CXCR4-mediated signaling events,PC7_2373
EGFR,1956,PARTICIPATES_GpPW,Hair Follicle Development: Induction (Part 1 of 3),WP2804_r79882
IL6,3569,PARTICIPATES_GpPW,Vitamin B12 Metabolism,WP1533_r82707
MMP2,4313,PARTICIPATES_GpPW,Activation of Matrix Metalloproteinases,PC7_1536
MMP9,4318,PARTICIPATES_GpPW,Activation of Matrix Metalloproteinases,PC7_1536
HGF,3082,PARTICIPATES_GpPW,Stabilization and expansion of the E-cadherin adherens junction,PC7_7660
EGFR,1956,PARTICIPATES_GpPW,Stabilization and expansion of the E-cadherin adherens junction,PC7_7660
MET,4233,PARTICIPATES_GpPW,Stabilization and expansion of the E-cadherin adherens junction,PC7_7660
IL6,3569,PARTICIPATES_GpPW,Interleukin-6 signaling,PC7_4781
IL6,3569,PARTICIPATES_GpPW,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,PC7_8058
MET,4233,PARTICIPATES_GpPW,FGF signaling pathway,PC7_3811
HGF,3082,PARTICIPATES_GpPW,FGF signaling pathway,PC7_3811
MMP9,4318,PARTICIPATES_GpPW,FGF signaling pathway,PC7_3811
ERBB2,2064,PARTICIPATES_GpPW,Rac1/Pak1/p38/MMP-2 pathway,WP3303_r83781
HRAS,3265,PARTICIPATES_GpPW,Rac1/Pak1/p38/MMP-2 pathway,WP3303_r83781
EGFR,1956,PARTICIPATES_GpPW,Rac1/Pak1/p38/MMP-2 pathway,WP3303_r83781
NRAS,4893,PARTICIPATES_GpPW,Rac1/Pak1/p38/MMP-2 pathway,WP3303_r83781
NOS2,4843,PARTICIPATES_GpPW,Rac1/Pak1/p38/MMP-2 pathway,WP3303_r83781
KRAS,3845,PARTICIPATES_GpPW,Rac1/Pak1/p38/MMP-2 pathway,WP3303_r83781
TP53,7157,PARTICIPATES_GpPW,Rac1/Pak1/p38/MMP-2 pathway,WP3303_r83781
TP53,7157,PARTICIPATES_GpPW,Oncogene Induced Senescence,PC7_6047
GNAS,2778,PARTICIPATES_GpPW,Integration of energy metabolism,PC7_4754
IL6,3569,PARTICIPATES_GpPW,IL27-mediated signaling events,PC7_4618
TGFB1,7040,PARTICIPATES_GpPW,IL27-mediated signaling events,PC7_4618
PTGS2,5743,PARTICIPATES_GpPW,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),PC7_7753
HRAS,3265,PARTICIPATES_GpPW,Ras signaling in the CD4+ TCR pathway,PC7_6853
KRAS,3845,PARTICIPATES_GpPW,Ras signaling in the CD4+ TCR pathway,PC7_6853
NRAS,4893,PARTICIPATES_GpPW,Ras signaling in the CD4+ TCR pathway,PC7_6853
MMP9,4318,PARTICIPATES_GpPW,AGE/RAGE pathway,WP2324_r78487
NOS2,4843,PARTICIPATES_GpPW,AGE/RAGE pathway,WP2324_r78487
MMP2,4313,PARTICIPATES_GpPW,AGE/RAGE pathway,WP2324_r78487
EGFR,1956,PARTICIPATES_GpPW,AGE/RAGE pathway,WP2324_r78487
HRAS,3265,PARTICIPATES_GpPW,B Cell Receptor Signaling Pathway,WP23_r79985
NRAS,4893,PARTICIPATES_GpPW,Cytokine Signaling in Immune system,PC7_2907
HRAS,3265,PARTICIPATES_GpPW,Cytokine Signaling in Immune system,PC7_2907
HGF,3082,PARTICIPATES_GpPW,Cytokine Signaling in Immune system,PC7_2907
KRAS,3845,PARTICIPATES_GpPW,Cytokine Signaling in Immune system,PC7_2907
IL6,3569,PARTICIPATES_GpPW,Cytokine Signaling in Immune system,PC7_2907
TNC,3371,PARTICIPATES_GpPW,Beta3 integrin cell surface interactions,PC7_2080
TGFBR2,7048,PARTICIPATES_GpPW,Beta3 integrin cell surface interactions,PC7_2080
HRAS,3265,PARTICIPATES_GpPW,Neuronal System,PC7_5887
ERBB2,2064,PARTICIPATES_GpPW,GRB7 events in ERBB2 signaling,PC7_4064
HRAS,3265,PARTICIPATES_GpPW,BCR signaling pathway,PC7_1987
HRAS,3265,PARTICIPATES_GpPW,PDGF Pathway,WP2526_r82681
ERBB2,2064,PARTICIPATES_GpPW,Sema4D in semaphorin signaling,PC7_7422
MET,4233,PARTICIPATES_GpPW,Sema4D in semaphorin signaling,PC7_7422
EGFR,1956,PARTICIPATES_GpPW,LPA receptor mediated events,PC7_4940
MMP9,4318,PARTICIPATES_GpPW,LPA receptor mediated events,PC7_4940
HRAS,3265,PARTICIPATES_GpPW,LPA receptor mediated events,PC7_4940
MMP2,4313,PARTICIPATES_GpPW,LPA receptor mediated events,PC7_4940
NOS2,4843,PARTICIPATES_GpPW,Nitric oxide stimulates guanylate cyclase,PC7_5948
PTGS2,5743,PARTICIPATES_GpPW,Synthesis of 15-eicosatetraenoic acid derivatives,PC7_7728
SLC5A5,6528,PARTICIPATES_GpPW,Organic anion transporters,PC7_6059
MMP9,4318,PARTICIPATES_GpPW,TWEAK Signaling Pathway,WP2036_r84527
IL6,3569,PARTICIPATES_GpPW,TWEAK Signaling Pathway,WP2036_r84527
TP53,7157,PARTICIPATES_GpPW,Stabilization of p53,PC7_7661
GNAS,2778,PARTICIPATES_GpPW,G alpha (s) signalling events,PC7_3994
SMAD4,4089,PARTICIPATES_GpPW,Signaling by Activin,PC7_7440
GNAS,2778,PARTICIPATES_GpPW,Prostacyclin signalling through prostacyclin receptor,PC7_6638
HRAS,3265,PARTICIPATES_GpPW,TNF alpha Signaling Pathway,WP231_r81070
IL6,3569,PARTICIPATES_GpPW,TNF alpha Signaling Pathway,WP231_r81070
KRAS,3845,PARTICIPATES_GpPW,TNF alpha Signaling Pathway,WP231_r81070
NRAS,4893,PARTICIPATES_GpPW,TNF alpha Signaling Pathway,WP231_r81070
TP53,7157,PARTICIPATES_GpPW,Cell Cycle,WP179_r70629
TGFB1,7040,PARTICIPATES_GpPW,Cell Cycle,WP179_r70629
SMAD4,4089,PARTICIPATES_GpPW,Cell Cycle,WP179_r70629
TP53,7157,PARTICIPATES_GpPW,Cell Cycle Checkpoints,PC7_2520
NRAS,4893,PARTICIPATES_GpPW,GMCSF-mediated signaling events,PC7_4038
HRAS,3265,PARTICIPATES_GpPW,GMCSF-mediated signaling events,PC7_4038
KRAS,3845,PARTICIPATES_GpPW,GMCSF-mediated signaling events,PC7_4038
MMP2,4313,PARTICIPATES_GpPW,Angiopoietin receptor Tie2-mediated signaling,PC7_1664
MMP9,4318,PARTICIPATES_GpPW,IL1 and megakaryotyces in obesity,WP2865_r81650
KRAS,3845,PARTICIPATES_GpPW,Downstream signaling in naïve CD8+ T cells,PC7_3327
HRAS,3265,PARTICIPATES_GpPW,Downstream signaling in naïve CD8+ T cells,PC7_3327
NRAS,4893,PARTICIPATES_GpPW,Downstream signaling in naïve CD8+ T cells,PC7_3327
MMP2,4313,PARTICIPATES_GpPW,Metabolism of proteins,PC7_5330
MUC2,4583,PARTICIPATES_GpPW,Metabolism of proteins,PC7_5330
MUC1,4582,PARTICIPATES_GpPW,Metabolism of proteins,PC7_5330
MUC4,4585,PARTICIPATES_GpPW,Metabolism of proteins,PC7_5330
TP53,7157,PARTICIPATES_GpPW,Oncostatin M Signaling Pathway,WP2374_r73668
HRAS,3265,PARTICIPATES_GpPW,Oncostatin M Signaling Pathway,WP2374_r73668
KRAS,3845,PARTICIPATES_GpPW,Oncostatin M Signaling Pathway,WP2374_r73668
EGFR,1956,PARTICIPATES_GpPW,EGFR interacts with phospholipase C-gamma,PC7_3386
HRAS,3265,PARTICIPATES_GpPW,Insulin Signaling,WP481_r82731
SMAD4,4089,PARTICIPATES_GpPW,Androgen receptor signaling pathway,WP138_r79958
EGFR,1956,PARTICIPATES_GpPW,Androgen receptor signaling pathway,WP138_r79958
GNAS,2778,PARTICIPATES_GpPW,G alpha (i) signalling events,PC7_3992
TNC,3371,PARTICIPATES_GpPW,ECM proteoglycans,PC7_3366
TGFB1,7040,PARTICIPATES_GpPW,ECM proteoglycans,PC7_3366
SMAD4,4089,PARTICIPATES_GpPW,Signaling by NODAL,PC7_7464
IL6,3569,PARTICIPATES_GpPW,IL-6 signaling pathway,WP364_r83783
HRAS,3265,PARTICIPATES_GpPW,Trk receptor signaling mediated by the MAPK pathway,PC7_8431
KRAS,3845,PARTICIPATES_GpPW,Trk receptor signaling mediated by the MAPK pathway,PC7_8431
NRAS,4893,PARTICIPATES_GpPW,Trk receptor signaling mediated by the MAPK pathway,PC7_8431
MMP9,4318,PARTICIPATES_GpPW,Assembly of collagen fibrils and other multimeric structures,PC7_1812
HRAS,3265,PARTICIPATES_GpPW,"Interleukin-3, 5 and GM-CSF signaling",PC7_4780
EGFR,1956,PARTICIPATES_GpPW,Arf6 signaling events,PC7_1697
MET,4233,PARTICIPATES_GpPW,Arf6 signaling events,PC7_1697
HGF,3082,PARTICIPATES_GpPW,Arf6 signaling events,PC7_1697
ERBB2,2064,PARTICIPATES_GpPW,DNA Damage Response (only ATM dependent),WP710_r79974
TGFB1,7040,PARTICIPATES_GpPW,DNA Damage Response (only ATM dependent),WP710_r79974
NRAS,4893,PARTICIPATES_GpPW,DNA Damage Response (only ATM dependent),WP710_r79974
KRAS,3845,PARTICIPATES_GpPW,DNA Damage Response (only ATM dependent),WP710_r79974
TP53,7157,PARTICIPATES_GpPW,DNA Damage Response (only ATM dependent),WP710_r79974
SMAD4,4089,PARTICIPATES_GpPW,DNA Damage Response (only ATM dependent),WP710_r79974
HRAS,3265,PARTICIPATES_GpPW,DNA Damage Response (only ATM dependent),WP710_r79974
NOS2,4843,PARTICIPATES_GpPW,Type II interferon signaling (IFNG),WP619_r71168
EGFR,1956,PARTICIPATES_GpPW,Aryl Hydrocarbon Receptor,WP2586_r79995
PTGS2,5743,PARTICIPATES_GpPW,Aryl Hydrocarbon Receptor,WP2586_r79995
KRAS,3845,PARTICIPATES_GpPW,Aryl Hydrocarbon Receptor,WP2586_r79995
HRAS,3265,PARTICIPATES_GpPW,Aryl Hydrocarbon Receptor,WP2586_r79995
NRAS,4893,PARTICIPATES_GpPW,Aryl Hydrocarbon Receptor,WP2586_r79995
NRAS,4893,PARTICIPATES_GpPW,NCAM signaling for neurite out-growth,PC7_5697
IL6,3569,PARTICIPATES_GpPW,NCAM signaling for neurite out-growth,PC7_5697
HRAS,3265,PARTICIPATES_GpPW,NCAM signaling for neurite out-growth,PC7_5697
KRAS,3845,PARTICIPATES_GpPW,NCAM signaling for neurite out-growth,PC7_5697
HRAS,3265,PARTICIPATES_GpPW,TCR signaling in naïve CD8+ T cells,PC7_7788
KRAS,3845,PARTICIPATES_GpPW,TCR signaling in naïve CD8+ T cells,PC7_7788
NRAS,4893,PARTICIPATES_GpPW,TCR signaling in naïve CD8+ T cells,PC7_7788
IL6,3569,PARTICIPATES_GpPW,IL23-mediated signaling events,PC7_4614
NOS2,4843,PARTICIPATES_GpPW,IL23-mediated signaling events,PC7_4614
MBD2,8932,PARTICIPATES_GpPW,Signaling events mediated by HDAC Class I,PC7_7488
HRAS,3265,PARTICIPATES_GpPW,Endothelins,PC7_3670
EGFR,1956,PARTICIPATES_GpPW,SHP2 signaling,PC7_7269
HRAS,3265,PARTICIPATES_GpPW,SHP2 signaling,PC7_7269
NRAS,4893,PARTICIPATES_GpPW,SHP2 signaling,PC7_7269
IL6,3569,PARTICIPATES_GpPW,SHP2 signaling,PC7_7269
KRAS,3845,PARTICIPATES_GpPW,SHP2 signaling,PC7_7269
TGFB1,7040,PARTICIPATES_GpPW,Syndecan-1-mediated signaling events,PC7_7718
MMP9,4318,PARTICIPATES_GpPW,Syndecan-1-mediated signaling events,PC7_7718
MET,4233,PARTICIPATES_GpPW,Syndecan-1-mediated signaling events,PC7_7718
HGF,3082,PARTICIPATES_GpPW,Syndecan-1-mediated signaling events,PC7_7718
SLC5A5,6528,PARTICIPATES_GpPW,Amine-derived hormones,PC7_1625
NRAS,4893,PARTICIPATES_GpPW,VEGFA-VEGFR2 Pathway,PC7_8664
IL6,3569,PARTICIPATES_GpPW,VEGFA-VEGFR2 Pathway,PC7_8664
KRAS,3845,PARTICIPATES_GpPW,VEGFA-VEGFR2 Pathway,PC7_8664
HRAS,3265,PARTICIPATES_GpPW,VEGFA-VEGFR2 Pathway,PC7_8664
IL6,3569,PARTICIPATES_GpPW,Disease,PC7_3278
KRAS,3845,PARTICIPATES_GpPW,Disease,PC7_3278
TGFB1,7040,PARTICIPATES_GpPW,Disease,PC7_3278
NRAS,4893,PARTICIPATES_GpPW,Disease,PC7_3278
NOS2,4843,PARTICIPATES_GpPW,Disease,PC7_3278
EGFR,1956,PARTICIPATES_GpPW,Disease,PC7_3278
HRAS,3265,PARTICIPATES_GpPW,Disease,PC7_3278
IDH1,3417,PARTICIPATES_GpPW,Disease,PC7_3278
TGFBR2,7048,PARTICIPATES_GpPW,Disease,PC7_3278
RNF43,54894,PARTICIPATES_GpPW,Disease,PC7_3278
ERBB2,2064,PARTICIPATES_GpPW,Disease,PC7_3278
SMAD4,4089,PARTICIPATES_GpPW,Disease,PC7_3278
PTGS2,5743,PARTICIPATES_GpPW,Disease,PC7_3278
HRAS,3265,PARTICIPATES_GpPW,Regulation of Ras family activation,PC7_6892
NRAS,4893,PARTICIPATES_GpPW,Regulation of Ras family activation,PC7_6892
KRAS,3845,PARTICIPATES_GpPW,Regulation of Ras family activation,PC7_6892
NRAS,4893,PARTICIPATES_GpPW,SOS-mediated signalling,PC7_7341
HRAS,3265,PARTICIPATES_GpPW,SOS-mediated signalling,PC7_7341
KRAS,3845,PARTICIPATES_GpPW,SOS-mediated signalling,PC7_7341
IL6,3569,PARTICIPATES_GpPW,SOS-mediated signalling,PC7_7341
PTGS2,5743,PARTICIPATES_GpPW,Eicosanoid Synthesis,WP167_r82702
HRAS,3265,PARTICIPATES_GpPW,Immune System,PC7_4688
NRAS,4893,PARTICIPATES_GpPW,Immune System,PC7_4688
ERBB2,2064,PARTICIPATES_GpPW,Immune System,PC7_4688
HGF,3082,PARTICIPATES_GpPW,Immune System,PC7_4688
EGFR,1956,PARTICIPATES_GpPW,Immune System,PC7_4688
KRAS,3845,PARTICIPATES_GpPW,Immune System,PC7_4688
IL6,3569,PARTICIPATES_GpPW,Immune System,PC7_4688
KRAS,3845,PARTICIPATES_GpPW,IL-5 Signaling Pathway,WP127_r78498
HRAS,3265,PARTICIPATES_GpPW,Interleukin-2 signaling,PC7_4779
NRAS,4893,PARTICIPATES_GpPW,Interleukin-2 signaling,PC7_4779
KRAS,3845,PARTICIPATES_GpPW,Interleukin-2 signaling,PC7_4779
IL6,3569,PARTICIPATES_GpPW,Interleukin-2 signaling,PC7_4779
TP53,7157,PARTICIPATES_GpPW,Folate Metabolism,WP176_r82704
IL6,3569,PARTICIPATES_GpPW,Folate Metabolism,WP176_r82704
TP53,7157,PARTICIPATES_GpPW,G1 to S cell cycle control,WP45_r80001
HRAS,3265,PARTICIPATES_GpPW,Post NMDA receptor activation events,PC7_6533
TGFB1,7040,PARTICIPATES_GpPW,IL-3 Signaling Pathway,WP286_r78583
HRAS,3265,PARTICIPATES_GpPW,IL-3 Signaling Pathway,WP286_r78583
HRAS,3265,PARTICIPATES_GpPW,Signaling by PDGF,PC7_7475
IL6,3569,PARTICIPATES_GpPW,Signaling by PDGF,PC7_7475
KRAS,3845,PARTICIPATES_GpPW,Signaling by PDGF,PC7_7475
NRAS,4893,PARTICIPATES_GpPW,Signaling by PDGF,PC7_7475
EGFR,1956,PARTICIPATES_GpPW,Signaling by PDGF,PC7_7475
ERBB2,2064,PARTICIPATES_GpPW,Signaling by PDGF,PC7_7475
IL6,3569,PARTICIPATES_GpPW,Senescence-Associated Secretory Phenotype (SASP),PC7_7426
TGFB1,7040,PARTICIPATES_GpPW,Elastic fibre formation,PC7_3649
NRAS,4893,PARTICIPATES_GpPW,SHC1 events in EGFR signaling,PC7_7266
IL6,3569,PARTICIPATES_GpPW,SHC1 events in EGFR signaling,PC7_7266
HRAS,3265,PARTICIPATES_GpPW,SHC1 events in EGFR signaling,PC7_7266
EGFR,1956,PARTICIPATES_GpPW,SHC1 events in EGFR signaling,PC7_7266
KRAS,3845,PARTICIPATES_GpPW,SHC1 events in EGFR signaling,PC7_7266
KRAS,3845,PARTICIPATES_GpPW,Signalling to RAS,PC7_7504
HRAS,3265,PARTICIPATES_GpPW,Signalling to RAS,PC7_7504
IL6,3569,PARTICIPATES_GpPW,Signalling to RAS,PC7_7504
NRAS,4893,PARTICIPATES_GpPW,Signalling to RAS,PC7_7504
MMP9,4318,PARTICIPATES_GpPW,Syndecan-4-mediated signaling events,PC7_7721
TNC,3371,PARTICIPATES_GpPW,Syndecan-4-mediated signaling events,PC7_7721
GNAS,2778,PARTICIPATES_GpPW,Estrogen signaling pathway,WP712_r78491
ERBB2,2064,PARTICIPATES_GpPW,Downstream signaling of activated FGFR,PC7_3328
IL6,3569,PARTICIPATES_GpPW,Downstream signaling of activated FGFR,PC7_3328
HRAS,3265,PARTICIPATES_GpPW,Downstream signaling of activated FGFR,PC7_3328
NRAS,4893,PARTICIPATES_GpPW,Downstream signaling of activated FGFR,PC7_3328
EGFR,1956,PARTICIPATES_GpPW,Downstream signaling of activated FGFR,PC7_3328
KRAS,3845,PARTICIPATES_GpPW,Downstream signaling of activated FGFR,PC7_3328
HRAS,3265,PARTICIPATES_GpPW,EPHB-mediated forward signaling,PC7_3421
EGFR,1956,PARTICIPATES_GpPW,GRB2 events in ERBB2 signaling,PC7_4062
HRAS,3265,PARTICIPATES_GpPW,GRB2 events in ERBB2 signaling,PC7_4062
NRAS,4893,PARTICIPATES_GpPW,GRB2 events in ERBB2 signaling,PC7_4062
KRAS,3845,PARTICIPATES_GpPW,GRB2 events in ERBB2 signaling,PC7_4062
ERBB2,2064,PARTICIPATES_GpPW,GRB2 events in ERBB2 signaling,PC7_4062
IL6,3569,PARTICIPATES_GpPW,GRB2 events in ERBB2 signaling,PC7_4062
GNAS,2778,PARTICIPATES_GpPW,Corticotropin-releasing hormone,WP2355_r79973
TGFB1,7040,PARTICIPATES_GpPW,Corticotropin-releasing hormone,WP2355_r79973
TGFBR2,7048,PARTICIPATES_GpPW,TGF-beta receptor signaling,PC7_7795
TGFB1,7040,PARTICIPATES_GpPW,TGF-beta receptor signaling,PC7_7795
SMAD4,4089,PARTICIPATES_GpPW,TGF-beta receptor signaling,PC7_7795
PTGS2,5743,PARTICIPATES_GpPW,Metabolism of lipids and lipoproteins,PC7_5326
IDH1,3417,PARTICIPATES_GpPW,Metabolism of lipids and lipoproteins,PC7_5326
FAR2,55711,PARTICIPATES_GpPW,Metabolism of lipids and lipoproteins,PC7_5326
ERBB2,2064,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
TGFB1,7040,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
MMP2,4313,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
KRAS,3845,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
MMP9,4318,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
ROBO2,6092,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
EGFR,1956,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
NRAS,4893,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
MET,4233,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
SMAD4,4089,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
IL6,3569,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
HRAS,3265,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
NRAS,4893,PARTICIPATES_GpPW,ErbB2/ErbB3 signaling events,PC7_3699
KRAS,3845,PARTICIPATES_GpPW,ErbB2/ErbB3 signaling events,PC7_3699
ERBB2,2064,PARTICIPATES_GpPW,ErbB2/ErbB3 signaling events,PC7_3699
HRAS,3265,PARTICIPATES_GpPW,ErbB2/ErbB3 signaling events,PC7_3699
HRAS,3265,PARTICIPATES_GpPW,CREB phosphorylation through the activation of Ras,PC7_2335
ERBB2,2064,PARTICIPATES_GpPW,Signaling by SCF-KIT,PC7_7478
NRAS,4893,PARTICIPATES_GpPW,Signaling by SCF-KIT,PC7_7478
MMP9,4318,PARTICIPATES_GpPW,Signaling by SCF-KIT,PC7_7478
IL6,3569,PARTICIPATES_GpPW,Signaling by SCF-KIT,PC7_7478
KRAS,3845,PARTICIPATES_GpPW,Signaling by SCF-KIT,PC7_7478
HRAS,3265,PARTICIPATES_GpPW,Signaling by SCF-KIT,PC7_7478
EGFR,1956,PARTICIPATES_GpPW,Signaling by SCF-KIT,PC7_7478
IL6,3569,PARTICIPATES_GpPW,ATF-2 transcription factor network,PC7_1178
MMP2,4313,PARTICIPATES_GpPW,ATF-2 transcription factor network,PC7_1178
NOS2,4843,PARTICIPATES_GpPW,ATF-2 transcription factor network,PC7_1178
TP53,7157,PARTICIPATES_GpPW,Pre-NOTCH Transcription and Translation,PC7_6564
NRAS,4893,PARTICIPATES_GpPW,SHC-mediated signalling,PC7_7263
HRAS,3265,PARTICIPATES_GpPW,SHC-mediated signalling,PC7_7263
KRAS,3845,PARTICIPATES_GpPW,SHC-mediated signalling,PC7_7263
IL6,3569,PARTICIPATES_GpPW,SHC-mediated signalling,PC7_7263
SMAD4,4089,PARTICIPATES_GpPW,HIF-1-alpha transcription factor network,PC7_4340
NOS2,4843,PARTICIPATES_GpPW,HIF-1-alpha transcription factor network,PC7_4340
PBRM1,55193,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ARID1A,8289,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
EGFR,1956,PARTICIPATES_GpPW,EGFR downregulation,PC7_3385
TGFBR2,7048,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
SMAD4,4089,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
EGFR,1956,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
KRAS,3845,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
TP53,7157,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
HRAS,3265,PARTICIPATES_GpPW,FRS2-mediated cascade,PC7_3864
NRAS,4893,PARTICIPATES_GpPW,FRS2-mediated cascade,PC7_3864
KRAS,3845,PARTICIPATES_GpPW,FRS2-mediated cascade,PC7_3864
IL6,3569,PARTICIPATES_GpPW,FRS2-mediated cascade,PC7_3864
EGFR,1956,PARTICIPATES_GpPW,Thromboxane A2 receptor signaling,PC7_8266
MMP9,4318,PARTICIPATES_GpPW,Degradation of the extracellular matrix,PC7_3065
MMP2,4313,PARTICIPATES_GpPW,Degradation of the extracellular matrix,PC7_3065
NRAS,4893,PARTICIPATES_GpPW,IRS-related events,PC7_4663
HRAS,3265,PARTICIPATES_GpPW,IRS-related events,PC7_4663
KRAS,3845,PARTICIPATES_GpPW,IRS-related events,PC7_4663
IL6,3569,PARTICIPATES_GpPW,IRS-related events,PC7_4663
TGFB1,7040,PARTICIPATES_GpPW,Interleukin-11 Signaling Pathway,WP2332_r79525
HRAS,3265,PARTICIPATES_GpPW,Interleukin-11 Signaling Pathway,WP2332_r79525
ERBB2,2064,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
HRAS,3265,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
KRAS,3845,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
EGFR,1956,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
TP53,7157,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
NOS2,4843,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
EGFR,1956,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
TGFB1,7040,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
IL6,3569,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
MMP9,4318,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
PTGS2,5743,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
PTGS2,5743,PARTICIPATES_GpPW,Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis,WP2435_r80008
TP53,7157,PARTICIPATES_GpPW,p53-Dependent G1 DNA Damage Response,PC7_12274
GNAS,2778,PARTICIPATES_GpPW,Platelet homeostasis,PC7_6515
NOS2,4843,PARTICIPATES_GpPW,Platelet homeostasis,PC7_6515
KRAS,3845,PARTICIPATES_GpPW,Signalling to p38 via RIT and RIN,PC7_7506
