"","name","Degree","Aspect"
"713","Ampicillin",5,"Out degree"
"714","AMPK inhibits chREBP transcriptional activation activity",0,"Out degree"
"715","AMPK Signaling",0,"Out degree"
"716","Amprenavir",9,"Out degree"
"717","Amrinone",3,"Out degree"
"718","Amsacrine",5,"Out degree"
"719","AMT",2,"Out degree"
"720","AMY1A",2,"Out degree"
"721","AMY1B",2,"Out degree"
"722","AMY1C",2,"Out degree"
"723","AMY2A",2,"Out degree"
"724","AMY2B",2,"Out degree"
"725","Amyl Nitrite",2,"Out degree"
"726","Amyloids",0,"Out degree"
"727","Amyotrophic lateral sclerosis (ALS)",0,"Out degree"
"728","AMZ2",0,"Out degree"
"729","Anagrelide",2,"Out degree"
"730","ANAPC1",2,"Out degree"
"731","ANAPC10",2,"Out degree"
"732","ANAPC11",2,"Out degree"
"733","ANAPC13",2,"Out degree"
"734","ANAPC15",1,"Out degree"
"735","ANAPC16",1,"Out degree"
"736","ANAPC2",2,"Out degree"
"737","ANAPC4",2,"Out degree"
"738","ANAPC5",2,"Out degree"
"739","ANAPC7",2,"Out degree"
"740","Anastrozole",4,"Out degree"
"741","Anchoring fibril formation",0,"Out degree"
"742","Androgen receptor signaling pathway",0,"Out degree"
"743","ANG",1,"Out degree"
"744","ANGEL2",1,"Out degree"
"745","Angiogenesis",0,"Out degree"
"746","Angiopoietin receptor Tie2-mediated signaling",0,"Out degree"
"747","ANGPT1",2,"Out degree"
"748","ANGPT2",2,"Out degree"
"749","ANGPTL1",2,"Out degree"
"750","ANGPTL2",0,"Out degree"
"751","ANGPTL3",2,"Out degree"
"752","ANGPTL4",2,"Out degree"
"753","ANGPTL5",0,"Out degree"
"754","ANGPTL6",1,"Out degree"
"755","ANGPTL7",1,"Out degree"
"756","anion transport",0,"Out degree"
"757","Anisindione",1,"Out degree"
"758","ANK1",2,"Out degree"
"759","ANK2",2,"Out degree"
"760","ANK3",2,"Out degree"
"761","ANKAR",0,"Out degree"
"762","ANKDD1A",0,"Out degree"
"763","ANKFY1",1,"Out degree"
"764","ANKH",1,"Out degree"
"765","ANKHD1-EIF4EBP3",0,"Out degree"
"766","ANKIB1",1,"Out degree"
"767","ANKLE1",0,"Out degree"
"768","ANKLE2",2,"Out degree"
"769","ANKMY1",0,"Out degree"
"770","ANKMY2",0,"Out degree"
"771","ANKRA2",1,"Out degree"
"772","ANKRD1",2,"Out degree"
"773","ANKRD10",1,"Out degree"
"774","ANKRD11",1,"Out degree"
"775","ANKRD12",0,"Out degree"
"776","ANKRD13A",0,"Out degree"
"777","ANKRD13B",0,"Out degree"
"778","ANKRD13C",1,"Out degree"
"779","ANKRD13D",0,"Out degree"
"780","ANKRD16",0,"Out degree"
"781","ANKRD17",1,"Out degree"
"782","ANKRD23",1,"Out degree"
"783","ANKRD24",0,"Out degree"
"784","ANKRD26",0,"Out degree"
"785","ANKRD27",1,"Out degree"
"786","ANKRD28",1,"Out degree"
"787","ANKRD29",0,"Out degree"
"788","ANKRD30A",0,"Out degree"
"789","ANKRD32",1,"Out degree"
"790","ANKRD35",0,"Out degree"
"791","ANKRD37",0,"Out degree"
"792","ANKRD39",0,"Out degree"
"793","ANKRD40",0,"Out degree"
"794","ANKRD42",0,"Out degree"
"795","ANKRD44",0,"Out degree"
"796","ANKRD46",0,"Out degree"
"797","ANKRD49",1,"Out degree"
"798","ANKRD50",1,"Out degree"
"799","ANKRD52",0,"Out degree"
"800","ANKRD53",0,"Out degree"
"801","ANKRD54",1,"Out degree"
"802","ANKRD55",0,"Out degree"
"803","ANKRD6",1,"Out degree"
"804","ANKRD65",0,"Out degree"
"805","ANKRD9",0,"Out degree"
"806","ANKS1A",1,"Out degree"
"807","ANKS1B",2,"Out degree"
"808","ANKS3",0,"Out degree"
"809","ANKS4B",1,"Out degree"
"810","ANKS6",1,"Out degree"
"811","ANKZF1",1,"Out degree"
"812","ANLN",2,"Out degree"
"813","ANO1",2,"Out degree"
"814","ANO10",2,"Out degree"
"815","ANO2",2,"Out degree"
"816","ANO5",2,"Out degree"
"817","ANO6",2,"Out degree"
"818","ANO7",2,"Out degree"
"819","ANO8",2,"Out degree"
"820","ANO9",1,"Out degree"
"821","ANOS1",1,"Out degree"
"822","ANP32A",2,"Out degree"
"823","ANP32B",1,"Out degree"
"824","ANP32E",1,"Out degree"
"825","ANPEP",2,"Out degree"
"826","Antazoline",1,"Out degree"
"827","anterograde axonal transport",0,"Out degree"
"828","anterograde synaptic vesicle transport",0,"Out degree"
"829","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",0,"Out degree"
"830","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0,"Out degree"
"831","Antigen processing-Cross presentation",0,"Out degree"
"832","antigen processing and presentation of exogenous peptide antigen via MHC class I",0,"Out degree"
"833","antigen processing and presentation of peptide antigen via MHC class I",0,"Out degree"
"834","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0,"Out degree"
"835","antigen processing and presentation via MHC class Ib",0,"Out degree"
"836","Antigen processing: Ubiquitination & Proteasome degradation",0,"Out degree"
"837","antimicrobial humoral response",0,"Out degree"
"838","Antipyrine",12,"Out degree"
"839","Antiviral mechanism by IFN-stimulated genes",0,"Out degree"
"840","Antrafenine",2,"Out degree"
"841","ANTXR1",2,"Out degree"
"842","ANTXR2",2,"Out degree"
"843","ANXA1",2,"Out degree"
"844","ANXA10",0,"Out degree"
"845","ANXA11",1,"Out degree"
"846","ANXA13",1,"Out degree"
"847","ANXA2",2,"Out degree"
"848","ANXA2R",1,"Out degree"
"849","ANXA3",2,"Out degree"
"850","ANXA4",2,"Out degree"
"851","ANXA5",2,"Out degree"
"852","ANXA6",2,"Out degree"
"853","ANXA7",1,"Out degree"
"854","ANXA8L1",0,"Out degree"
"855","ANXA9",1,"Out degree"
"856","AOAH",1,"Out degree"
"857","AOC1",2,"Out degree"
"858","AOC2",1,"Out degree"
"859","AOC3",1,"Out degree"
"860","aorta development",0,"Out degree"
"861","AOX1",2,"Out degree"
"862","AP-1 transcription factor network",0,"Out degree"
"863","AP1AR",1,"Out degree"
"864","AP1B1",2,"Out degree"
"865","AP1G1",2,"Out degree"
"866","AP1G2",1,"Out degree"
"867","AP1M1",2,"Out degree"
"868","AP1M2",2,"Out degree"
"869","AP1S1",2,"Out degree"
"870","AP1S2",2,"Out degree"
"871","AP2A1",2,"Out degree"
"872","AP2A2",2,"Out degree"
"873","AP2B1",2,"Out degree"
"874","AP2M1",2,"Out degree"
"875","AP2S1",36,"Out degree"
"876","AP3B1",2,"Out degree"
"877","AP3B2",2,"Out degree"
"878","AP3D1",1,"Out degree"
"879","AP3M1",2,"Out degree"
"880","AP3M2",1,"Out degree"
"881","AP3S1",2,"Out degree"
"882","AP3S2",1,"Out degree"
"883","AP4B1",2,"Out degree"
"884","AP4E1",2,"Out degree"
"885","AP4M1",1,"Out degree"
"886","AP4S1",1,"Out degree"
"887","AP5M1",1,"Out degree"
"888","AP5S1",1,"Out degree"
"889","APAF1",22,"Out degree"
"890","APBA1",1,"Out degree"
"891","APBA2",1,"Out degree"
"892","APBA3",1,"Out degree"
"893","APBB1",2,"Out degree"
"894","APBB1IP",2,"Out degree"
"895","APBB2",1,"Out degree"
"896","APBB3",0,"Out degree"
"897","APC",2,"Out degree"
"898","APC-Cdc20 mediated degradation of Nek2A",0,"Out degree"
"899","APC/C-mediated degradation of cell cycle proteins",0,"Out degree"
"900","APC/C:Cdc20 mediated degradation of Cyclin B",0,"Out degree"
"901","APC/C:Cdc20 mediated degradation of mitotic proteins",0,"Out degree"
"902","APC/C:Cdc20 mediated degradation of Securin",0,"Out degree"
"903","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",0,"Out degree"
"904","APC2",2,"Out degree"
"905","APCS",2,"Out degree"
"906","APEH",1,"Out degree"
"907","APEX1",33,"Out degree"
"908","APH1A",2,"Out degree"
"909","APH1B",2,"Out degree"
"910","API5",1,"Out degree"
"911","APIP",2,"Out degree"
"912","APITD1-CORT",0,"Out degree"
"913","Apixaban",10,"Out degree"
"914","APLF",2,"Out degree"
"915","APLN",2,"Out degree"
"916","APLNR",2,"Out degree"
"917","APLP1",1,"Out degree"
"918","APLP2",1,"Out degree"
"919","APMAP",0,"Out degree"
"920","APOA1",2,"Out degree"
"921","APOA1BP",1,"Out degree"
"922","APOA2",2,"Out degree"
"923","APOA4",2,"Out degree"
"924","APOA5",2,"Out degree"
"925","APOB",2,"Out degree"
"926","APOBEC2",1,"Out degree"
"927","APOBEC3A",1,"Out degree"
"928","APOBEC3B",1,"Out degree"
"929","APOBEC3D",1,"Out degree"
"930","APOBEC3F",1,"Out degree"
"931","APOBEC3G",2,"Out degree"
"932","APOBEC3G mediated resistance to HIV-1 infection",0,"Out degree"
"933","APOBEC3H",1,"Out degree"
"934","APOBR",1,"Out degree"
"935","APOC1",2,"Out degree"
"936","APOC2",2,"Out degree"
"937","APOC3",2,"Out degree"
"938","APOC4",1,"Out degree"
"939","APOD",2,"Out degree"
"940","APOE",2,"Out degree"
"941","APOF",2,"Out degree"
"942","APOH",1,"Out degree"
"943","APOL1",2,"Out degree"
"944","APOL2",1,"Out degree"
"945","APOL3",1,"Out degree"
"946","APOL4",1,"Out degree"
"947","APOL6",1,"Out degree"
"948","APOLD1",1,"Out degree"
"949","APOM",1,"Out degree"
"950","Apomorphine",5,"Out degree"
"951","APOO",1,"Out degree"
"952","APOOL",0,"Out degree"
"953","APOPT1",1,"Out degree"
"954","Apoptosis",0,"Out degree"
"955","Apoptosis",0,"Out degree"
"956","Apoptosis-related network due to altered Notch3 in ovarian cancer",0,"Out degree"
"957","Apoptosis Modulation and Signaling",0,"Out degree"
"958","Apoptosis Modulation by HSP70",0,"Out degree"
"959","Apoptotic cleavage of cell adhesion proteins",0,"Out degree"
"960","Apoptotic cleavage of cellular proteins",0,"Out degree"
"961","Apoptotic execution phase",0,"Out degree"
"962","Apoptotic factor-mediated response",0,"Out degree"
"963","apoptotic mitochondrial changes",0,"Out degree"
"964","apoptotic process involved in development",0,"Out degree"
"965","apoptotic signaling pathway",0,"Out degree"
"966","APP",49,"Out degree"
"967","APPBP2",2,"Out degree"
"968","APPL1",6,"Out degree"
"969","APPL2",1,"Out degree"
"970","Apraclonidine",3,"Out degree"
"971","Aprepitant",8,"Out degree"
"972","Aprindine",5,"Out degree"
"973","Aprobarbital",1,"Out degree"
"974","APRT",5,"Out degree"
"975","APTX",2,"Out degree"
"976","AQP1",2,"Out degree"
"977","AQP11",2,"Out degree"
"978","AQP12A",0,"Out degree"
"979","AQP12B",0,"Out degree"
"980","AQP3",2,"Out degree"
"981","AQP4",2,"Out degree"
"982","AQP7",2,"Out degree"
"983","AQP8",2,"Out degree"
"984","AQP9",2,"Out degree"
"985","AQR",1,"Out degree"
"986","Aquaporin-mediated transport",0,"Out degree"
"987","AR",2,"Out degree"
"988","Arachidonate Epoxygenase / Epoxide Hydrolase",0,"Out degree"
"989","Arachidonic acid metabolism",0,"Out degree"
"990","ARAF",2,"Out degree"
"991","ARAP1",2,"Out degree"
"992","ARAP2",2,"Out degree"
"993","ARAP3",2,"Out degree"
"994","ARCN1",2,"Out degree"
"995","Ardeparin",2,"Out degree"
"996","AREG",2,"Out degree"
"997","AREL1",1,"Out degree"
"998","ARF1",2,"Out degree"
"999","Arf1 pathway",0,"Out degree"
"1000","ARF3",2,"Out degree"
"1001","ARF4",2,"Out degree"
"1002","ARF5",2,"Out degree"
"1003","ARF6",2,"Out degree"
"1004","Arf6 downstream pathway",0,"Out degree"
"1005","Arf6 signaling events",0,"Out degree"
"1006","Arf6 trafficking events",0,"Out degree"
"1007","ARFGAP1",2,"Out degree"
"1008","ARFGAP2",1,"Out degree"
"1009","ARFGAP3",1,"Out degree"
"1010","ARFGEF1",1,"Out degree"
"1011","ARFGEF2",2,"Out degree"
"1012","ARFGEF3",1,"Out degree"
"1013","ARFIP1",1,"Out degree"
"1014","ARFIP2",2,"Out degree"
"1015","Arformoterol",4,"Out degree"
"1016","ARFRP1",1,"Out degree"
"1017","ARG1",2,"Out degree"
"1018","ARG2",2,"Out degree"
"1019","Argatroban",3,"Out degree"
"1020","ARGLU1",0,"Out degree"
"1021","ARHGAP1",2,"Out degree"
"1022","ARHGAP10",2,"Out degree"
"1023","ARHGAP11A",2,"Out degree"
"1024","ARHGAP12",2,"Out degree"
"1025","ARHGAP15",2,"Out degree"
"1026","ARHGAP17",2,"Out degree"
"1027","ARHGAP18",2,"Out degree"
"1028","ARHGAP19",2,"Out degree"
"1029","ARHGAP20",2,"Out degree"
"1030","ARHGAP21",1,"Out degree"
"1031","ARHGAP22",2,"Out degree"
"1032","ARHGAP23",2,"Out degree"
"1033","ARHGAP24",2,"Out degree"
"1034","ARHGAP25",2,"Out degree"
"1035","ARHGAP26",2,"Out degree"
"1036","ARHGAP27",1,"Out degree"
"1037","ARHGAP28",2,"Out degree"
"1038","ARHGAP29",2,"Out degree"
"1039","ARHGAP30",2,"Out degree"
"1040","ARHGAP31",2,"Out degree"
"1041","ARHGAP32",2,"Out degree"
"1042","ARHGAP33",2,"Out degree"
"1043","ARHGAP35",2,"Out degree"
"1044","ARHGAP36",2,"Out degree"
"1045","ARHGAP4",2,"Out degree"
"1046","ARHGAP42",1,"Out degree"
"1047","ARHGAP44",2,"Out degree"
"1048","ARHGAP5",2,"Out degree"
"1049","ARHGAP6",2,"Out degree"
"1050","ARHGAP9",2,"Out degree"
"1051","ARHGDIA",2,"Out degree"
"1052","ARHGDIB",2,"Out degree"
"1053","ARHGEF1",2,"Out degree"
"1054","ARHGEF10",2,"Out degree"
"1055","ARHGEF10L",2,"Out degree"
"1056","ARHGEF11",2,"Out degree"
"1057","ARHGEF12",2,"Out degree"
"1058","ARHGEF15",2,"Out degree"
"1059","ARHGEF17",2,"Out degree"
"1060","ARHGEF18",2,"Out degree"
"1061","ARHGEF19",1,"Out degree"
"1062","ARHGEF2",2,"Out degree"
"1063","ARHGEF25",2,"Out degree"
"1064","ARHGEF26",2,"Out degree"
"1065","ARHGEF28",2,"Out degree"
"1066","ARHGEF3",2,"Out degree"
"1067","ARHGEF35",0,"Out degree"
"1068","ARHGEF37",1,"Out degree"
"1069","ARHGEF40",1,"Out degree"
"1070","ARHGEF5",2,"Out degree"
"1071","ARHGEF6",2,"Out degree"
"1072","ARHGEF7",2,"Out degree"
"1073","ARHGEF9",2,"Out degree"
"1074","ARID1A",3,"Out degree"
"1075","ARID1B",2,"Out degree"
"1076","ARID2",2,"Out degree"
"1077","ARID3B",1,"Out degree"
"1078","ARID3C",0,"Out degree"
"1079","ARID4A",3,"Out degree"
"1080","ARID4B",2,"Out degree"
"1081","ARID5A",1,"Out degree"
"1082","ARID5B",2,"Out degree"
"1083","ARIH2",2,"Out degree"
"1084","Aripiprazole",15,"Out degree"
"1085","ARL1",1,"Out degree"
"1086","ARL11",1,"Out degree"
"1087","ARL13B",1,"Out degree"
"1088","ARL14",1,"Out degree"
"1089","ARL14EP",0,"Out degree"
"1090","ARL15",1,"Out degree"
"1091","ARL16",1,"Out degree"
"1092","ARL17A",0,"Out degree"
"1093","ARL17B",1,"Out degree"
"1094","ARL2",2,"Out degree"
"1095","ARL2BP",1,"Out degree"
"1096","ARL3",1,"Out degree"
"1097","ARL4A",1,"Out degree"
"1098","ARL4C",1,"Out degree"
"1099","ARL4D",1,"Out degree"
"1100","ARL5B",1,"Out degree"
"1101","ARL6",1,"Out degree"
"1102","ARL6IP1",1,"Out degree"
"1103","ARL6IP4",1,"Out degree"
"1104","ARL6IP5",1,"Out degree"
"1105","ARL6IP6",0,"Out degree"
"1106","ARL8A",1,"Out degree"
"1107","ARL8B",1,"Out degree"
"1108","ARMC1",1,"Out degree"
"1109","ARMC10",1,"Out degree"
"1110","ARMC12",0,"Out degree"
"1111","ARMC5",0,"Out degree"
"1112","ARMC6",1,"Out degree"
"1113","ARMC7",0,"Out degree"
"1114","ARMC8",0,"Out degree"
"1115","ARMC9",0,"Out degree"
"1116","ARMCX1",0,"Out degree"
"1117","ARMCX2",0,"Out degree"
"1118","ARMCX3",0,"Out degree"
"1119","ARMCX5",0,"Out degree"
"1120","ARMCX6",0,"Out degree"
"1121","ARMS-mediated activation",0,"Out degree"
"1122","ARMT1",1,"Out degree"
"1123","ARNT",2,"Out degree"
"1124","ARNT2",2,"Out degree"
"1125","ARNTL",2,"Out degree"
"1126","ARNTL2",2,"Out degree"
"1127","aromatic amino acid family catabolic process",0,"Out degree"
"1128","aromatic compound catabolic process",0,"Out degree"
"1129","ARPC1A",2,"Out degree"
"1130","ARPC1B",2,"Out degree"
"1131","ARPC2",2,"Out degree"
"1132","ARPC3",2,"Out degree"
"1133","ARPC4-TTLL3",0,"Out degree"
"1134","ARPC5",2,"Out degree"
"1135","ARPC5L",2,"Out degree"
"1136","ARPP19",2,"Out degree"
"1137","ARRB1",2,"Out degree"
"1138","ARRB2",2,"Out degree"
"1139","ARRDC1",0,"Out degree"
"1140","ARRDC2",0,"Out degree"
"1141","ARRDC3",1,"Out degree"
"1142","ARRDC4",1,"Out degree"
"1143","Arrhythmogenic Right Ventricular Cardiomyopathy",0,"Out degree"
"1144","ARSA",2,"Out degree"
"1145","ARSB",2,"Out degree"
"1146","ARSD",2,"Out degree"
"1147","ARSE",2,"Out degree"
"1148","Arsenic trioxide",12,"Out degree"
"1149","ARSG",2,"Out degree"
"1150","ARSJ",2,"Out degree"
"1151","ARSK",2,"Out degree"
"1152","ART4",1,"Out degree"
"1153","ART5",1,"Out degree"
"1154","Artemether",6,"Out degree"
"1155","Articaine",1,"Out degree"
"1156","ARTN",2,"Out degree"
"1157","ARV1",1,"Out degree"
"1158","ARVCF",1,"Out degree"
"1159","Aryl Hydrocarbon Receptor",0,"Out degree"
"1160","Aryl Hydrocarbon Receptor Pathway",0,"Out degree"
"1161","Arylamine metabolism",0,"Out degree"
"1162","AS3MT",1,"Out degree"
"1163","ASAH1",2,"Out degree"
"1164","ASAH2",2,"Out degree"
"1165","ASAH2B",1,"Out degree"
"1166","ASAP1",2,"Out degree"
"1167","ASAP2",2,"Out degree"
"1168","ASAP3",1,"Out degree"
"1169","ASB1",2,"Out degree"
"1170","ASB11",2,"Out degree"
"1171","ASB13",2,"Out degree"
"1172","ASB15",2,"Out degree"
"1173","ASB2",2,"Out degree"
"1174","ASB3",2,"Out degree"
"1175","ASB5",2,"Out degree"
"1176","ASB6",2,"Out degree"
"1177","ASB7",2,"Out degree"
"1178","ASB8",2,"Out degree"
"1179","ASB9",2,"Out degree"
"1180","ASCC1",1,"Out degree"
"1181","ASCC2",1,"Out degree"
"1182","ASCC3",1,"Out degree"
"1183","ASCL2",1,"Out degree"
"1184","Asenapine",12,"Out degree"
"1185","ASF1A",2,"Out degree"
"1186","ASF1B",1,"Out degree"
"1187","ASGR1",1,"Out degree"
"1188","ASGR2",1,"Out degree"
"1189","ASH1L",2,"Out degree"
"1190","ASH2L",2,"Out degree"
"1191","ASIC1",2,"Out degree"
"1192","ASIC3",2,"Out degree"
"1193","ASL",2,"Out degree"
"1194","ASMTL",1,"Out degree"
"1195","ASNA1",1,"Out degree"
"1196","ASNS",2,"Out degree"
"1197","ASNSD1",1,"Out degree"
"1198","Asparagine N-linked glycosylation",0,"Out degree"
"1199","Aspartame",2,"Out degree"
"1200","aspartate biosynthetic process",0,"Out degree"
"1201","aspartate family amino acid biosynthetic process",0,"Out degree"
"1202","ASPDH",1,"Out degree"
"1203","ASPG",1,"Out degree"
"1204","ASPH",1,"Out degree"
"1205","ASPHD1",1,"Out degree"
"1206","ASPHD2",1,"Out degree"
"1207","ASPN",2,"Out degree"
"1208","ASPSCR1",2,"Out degree"
"1209","ASRGL1",1,"Out degree"
"1210","ASS1",2,"Out degree"
"1211","Assembly of collagen fibrils and other multimeric structures",0,"Out degree"
"1212","assembly of large subunit precursor of preribosome",0,"Out degree"
"1213","Assembly Of The HIV Virion",0,"Out degree"
"1214","Assembly of the pre-replicative complex",0,"Out degree"
"1215","Assembly of the RAD51-ssDNA nucleoprotein complex",0,"Out degree"
"1216","Association of licensing factors with the pre-replicative complex",0,"Out degree"
"1217","Association of TriC/CCT with target proteins during biosynthesis",0,"Out degree"
"1218","ASTE1",1,"Out degree"
"1219","Astemizole",9,"Out degree"
"1220","ASTN1",2,"Out degree"
"1221","ASTN2",1,"Out degree"
"1222","astrocyte fate commitment",0,"Out degree"
"1223","Astrocytic Glutamate-Glutamine Uptake And Metabolism",0,"Out degree"
"1224","ASUN",1,"Out degree"
"1225","ASXL1",1,"Out degree"
"1226","ASXL2",1,"Out degree"
"1227","ASXL3",0,"Out degree"
"1228","Asymmetric localization of PCP proteins",0,"Out degree"
"1229","ATAD1",1,"Out degree"
"1230","ATAD2",2,"Out degree"
"1231","ATAD2B",1,"Out degree"
"1232","ATAD3A",1,"Out degree"
"1233","ATAD3B",0,"Out degree"
"1234","ATAD3C",0,"Out degree"
"1235","ATAD5",1,"Out degree"
"1236","Atazanavir",5,"Out degree"
"1237","ATE1",1,"Out degree"
"1238","Atenolol",1,"Out degree"
"1239","ATF-2 transcription factor network",0,"Out degree"
"1240","ATF1",2,"Out degree"
"1241","ATF2",2,"Out degree"
"1242","ATF3",2,"Out degree"
"1243","ATF4",2,"Out degree"
"1244","ATF4 activates genes",0,"Out degree"
"1245","ATF5",2,"Out degree"
"1246","ATF6",2,"Out degree"
"1247","ATF6-alpha activates chaperones",0,"Out degree"
"1248","ATF6B",2,"Out degree"
"1249","ATF7",2,"Out degree"
"1250","ATF7IP",1,"Out degree"
"1251","ATF7IP2",0,"Out degree"
"1252","ATG101",1,"Out degree"
"1253","ATG12",2,"Out degree"
"1254","ATG13",2,"Out degree"
"1255","ATG14",2,"Out degree"
"1256","ATG16L1",2,"Out degree"
"1257","ATG16L2",1,"Out degree"
"1258","ATG2A",1,"Out degree"
"1259","ATG2B",1,"Out degree"
"1260","ATG3",2,"Out degree"
"1261","ATG4A",1,"Out degree"
"1262","ATG4B",1,"Out degree"
"1263","ATG4C",1,"Out degree"
"1264","ATG4D",1,"Out degree"
"1265","ATG5",2,"Out degree"
"1266","ATG7",2,"Out degree"
"1267","ATG9A",1,"Out degree"
"1268","ATHL1",1,"Out degree"
"1269","ATIC",2,"Out degree"
"1270","ATL1",1,"Out degree"
"1271","ATL2",1,"Out degree"
"1272","ATL3",1,"Out degree"
"1273","ATM",2,"Out degree"
"1274","ATM pathway",0,"Out degree"
"1275","ATM Signaling Pathway",0,"Out degree"
"1276","ATMIN",1,"Out degree"
"1277","ATN1",1,"Out degree"
"1278","Atomoxetine",6,"Out degree"
"1279","Atorvastatin",24,"Out degree"
"1280","Atovaquone",2,"Out degree"
"1281","ATOX1",2,"Out degree"
"1282","ATP10D",2,"Out degree"
"1283","ATP11A",2,"Out degree"
"1284","ATP11B",2,"Out degree"
"1285","ATP11C",2,"Out degree"
"1286","ATP12A",2,"Out degree"
"1287","ATP13A1",1,"Out degree"
"1288","ATP13A2",1,"Out degree"
"1289","ATP13A3",1,"Out degree"
"1290","ATP1A1",2,"Out degree"
"1291","ATP1A2",2,"Out degree"
"1292","ATP1A3",2,"Out degree"
"1293","ATP1B1",8,"Out degree"
"1294","ATP1B2",2,"Out degree"
"1295","ATP1B3",2,"Out degree"
"1296","ATP2A2",2,"Out degree"
"1297","ATP2A3",2,"Out degree"
"1298","ATP2B1",2,"Out degree"
"1299","ATP2B2",2,"Out degree"
"1300","ATP2B4",2,"Out degree"
"1301","ATP2C1",2,"Out degree"
"1302","ATP4A",2,"Out degree"
"1303","ATP4B",2,"Out degree"
"1304","ATP5A1",2,"Out degree"
"1305","ATP5B",2,"Out degree"
"1306","ATP5C1",2,"Out degree"
"1307","ATP5D",2,"Out degree"
"1308","ATP5E",2,"Out degree"
