"","name","closeness","Category","closenessPercent"
"1747","Transmission across Chemical Synapses",0.282023845918679,"Pathway",57
"1748","Transport of connexons to the plasma membrane",0.213937847866419,"Pathway",1
"1749","Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",0.258548206278027,"Pathway",13
"1750","Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",0.273495404684257,"Pathway",43
"1751","Transport of inorganic cations/anions and amino acids/oligopeptides",0.258403361344538,"Pathway",12
"1752","Transport of Mature mRNA derived from an Intron-Containing Transcript",0.272606382978723,"Pathway",40
"1753","Transport of Mature mRNA Derived from an Intronless Transcript",0.24818401937046,"Pathway",7
"1754","Transport of Mature mRNAs Derived from Intronless Transcripts",0.24818401937046,"Pathway",7
"1755","Transport of Mature Transcript to Cytoplasm",0.272606382978723,"Pathway",40
"1756","Transport of organic anions",0.229420542153693,"Pathway",4
"1757","Transport of Ribonucleoproteins into the Host Nucleus",0.24818401937046,"Pathway",7
"1758","Transport of the SLBP Dependant Mature mRNA",0.24818401937046,"Pathway",7
"1759","Transport of the SLBP independent Mature mRNA",0.24818401937046,"Pathway",7
"1760","Transport of vitamins, nucleosides, and related molecules",0.229420542153693,"Pathway",4
"1761","TRAP1",0.341287458379578,"Gene",86
"1762","TRAPPC10",0.340154867256637,"Gene",82
"1763","TRAPPC2L",0.340154867256637,"Gene",82
"1764","TRAPPC3",0.340154867256637,"Gene",82
"1765","Triacylglyceride Synthesis",0.267624020887728,"Pathway",29
"1766","TRIB3",0.322439706396365,"Gene",75
"1767","Triglyceride Biosynthesis",0.267468831545375,"Pathway",28
"1768","Trk receptor signaling mediated by PI3K and PLC-gamma",0.28125,"Pathway",55
"1769","Trk receptor signaling mediated by the MAPK pathway",0.262521343198634,"Pathway",17
"1770","TRMT112",0.340154867256637,"Gene",82
"1771","tRNA Aminoacylation",0.265162402989365,"Pathway",25
"1772","Tryptophan metabolism",0.226769911504425,"Pathway",3
"1773","TSEN2",0.340154867256637,"Gene",82
"1774","TSH signaling pathway",0.29073432083202,"Pathway",68
"1775","TSLP Signaling Pathway",0.295389048991354,"Pathway",71
"1776","TSPAN4",0.359929769801014,"Gene",98
"1777","TSR3",0.340154867256637,"Gene",82
"1778","TUBA1A",0.34758854559156,"Gene",92
"1779","TUBB6",0.275290957923008,"Gene",47
"1780","TUFM",0.340783154783894,"Gene",85
"1781","TWEAK Signaling Pathway",0.260961810466761,"Pathway",15
"1782","TXNDC9",0.231958762886598,"Gene",5
"1783","TXNRD1",0.359228971962617,"Gene",98
"1784","TYMS",0.295673076923077,"Gene",71
"1785","Type I hemidesmosome assembly",0.256677796327212,"Pathway",10
"1786","Type II diabetes mellitus",0.262895411798233,"Pathway",19
"1787","Type II interferon signaling (IFNG)",0.258765778401122,"Pathway",13
"1788","U12 Dependent Splicing",0.255965593784684,"Pathway",10
"1789","UBC",0.392553191489362,"Gene",100
"1790","UBE2C",0.348903177004539,"Gene",92
"1791","Ubiquitin-dependent degradation of Cyclin D",0.282715292675452,"Pathway",59
"1792","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",0.282715292675452,"Pathway",59
"1793","UBL5",0.340154867256637,"Gene",82
"1794","UBR2",0.342809364548495,"Gene",88
"1795","Unfolded Protein Response (UPR)",0.27895373450257,"Pathway",52
"1796","Unwinding of DNA",0.257969798657718,"Pathway",12
"1797","UQCRQ",0.356177606177606,"Gene",96
"1798","Urea cycle and metabolism of amino groups",0.262596071733561,"Pathway",18
"1799","Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling",0.270527859237537,"Pathway",36
"1800","USP22",0.235391681551416,"Gene",6
"1801","USP6NL",0.343191964285714,"Gene",88
"1802","UXS1",0.340154867256637,"Gene",82
"1803","Validated nuclear estrogen receptor alpha network",0.291101293783528,"Pathway",68
"1804","Validated nuclear estrogen receptor beta network",0.268480791618161,"Pathway",31
"1805","Validated targets of C-MYC transcriptional activation",0.286847014925373,"Pathway",65
"1806","Validated targets of C-MYC transcriptional repression",0.282455603184323,"Pathway",58
"1807","Validated transcriptional targets of AP1 family members Fra1 and Fra2",0.275126752162243,"Pathway",47
"1808","Validated transcriptional targets of deltaNp63 isoforms",0.262521343198634,"Pathway",18
"1809","Validated transcriptional targets of TAp63 isoforms",0.267857142857143,"Pathway",29
"1810","VAMP4",0.340154867256637,"Gene",82
"1811","Varenicline",0.51536312849162,"Compound",100
"1812","Vasopressin regulates renal water homeostasis via Aquaporins",0.270527859237537,"Pathway",36
"1813","VAV3",0.358391608391608,"Gene",97
"1814","VEGFA-VEGFR2 Pathway",0.292022792022792,"Pathway",69
"1815","VEGFR1 specific signals",0.272686964232929,"Pathway",41
"1816","VEGFR2 mediated vascular permeability",0.282110091743119,"Pathway",57
"1817","VEGFR3 signaling in lymphatic endothelium",0.277027027027027,"Pathway",50
"1818","Vif-mediated degradation of APOBEC3G",0.28375884343279,"Pathway",60
"1819","Viral Messenger RNA Synthesis",0.24818401937046,"Pathway",7
"1820","Viral mRNA Translation",0.268012783265543,"Pathway",30
"1821","Vitamin A and Carotenoid Metabolism",0.271563143950545,"Pathway",38
"1822","Vitamin B1 (thiamin) metabolism",0.26387299771167,"Pathway",21
"1823","Vitamin B12 Metabolism",0.276445909499551,"Pathway",49
"1824","Vitamin D Metabolism",0.215336134453782,"Pathway",2
"1825","VLDLR",0.340531561461794,"Gene",84
"1826","Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization",0.268246583309102,"Pathway",31
"1827","Vpr-mediated nuclear import of PICs",0.272525849335303,"Pathway",40
"1828","Vpu mediated degradation of CD4",0.282715292675452,"Pathway",59
"1829","vRNP Assembly",0.272686964232929,"Pathway",41
"1830","WASF3",0.350094876660342,"Gene",93
"1831","WDR37",0.340154867256637,"Gene",82
"1832","WIPF1",0.342936802973978,"Gene",88
"1833","WNT mediated activation of DVL",0.2677793904209,"Pathway",29
"1834","Wnt signaling network",0.258765778401122,"Pathway",13
"1835","Wnt Signaling Pathway",0.28375884343279,"Pathway",60
"1836","Wnt Signaling Pathway and Pluripotency",0.28613523573201,"Pathway",64
"1837","Wnt Signaling Pathway Netpath",0.28013969025205,"Pathway",54
"1838","WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0.264024041213509,"Pathway",22
"1839","WNT5A-dependent internalization of FZD4",0.264024041213509,"Pathway",22
"1840","WRB",0.231958762886598,"Gene",5
"1841","XBP1(S) activates chaperone genes",0.274962742175857,"Pathway",46
"1842","Xenobiotics",0.228681209717402,"Pathway",4
"1843","XRCC6",0.348376132930514,"Gene",92
"1844","YAP1- and WWTR1 (TAZ)-stimulated gene expression",0.268480791618161,"Pathway",31
"1845","YARS2",0.343447505584512,"Gene",89
"1846","YBX3",0.340405904059041,"Gene",84
"1847","YME1L1",0.340154867256637,"Gene",82
"1848","YTHDF1",0.340154867256637,"Gene",83
"1849","ZBP1(DAI) mediated induction of type I IFNs",0.267158992180712,"Pathway",28
"1850","ZBTB48",0.340154867256637,"Gene",83
"1851","ZEB2",0.34116124260355,"Gene",86
"1852","ZNF248",0.343319687383699,"Gene",89
"1853","ZNF516",0.340154867256637,"Gene",83
"1854","ZNF518A",0.340154867256637,"Gene",83
"1855","ZNHIT1",0.340154867256637,"Gene",83
"1856","ZWINT",0.361481191222571,"Gene",99
